Plate,Repeat,Well,Type,Time,ANTS (Counts)
1,3,C07,M,00:02:14.98,68947
1,4,C07,M,00:02:59.59,68924
1,5,C07,M,00:03:44.20,68674
1,6,C07,M,00:04:28.81,68432
1,7,C07,M,00:05:13.42,68369
1,8,C07,M,00:05:58.04,68275
1,9,C07,M,00:06:42.65,68549
1,10,C07,M,00:07:27.29,68108
1,1,C08,M,00:00:46.67,67004
1,2,C08,M,00:01:31.28,67415
1,3,C08,M,00:02:15.90,68096
1,4,C08,M,00:03:00.51,67728
1,5,C08,M,00:03:45.12,68053
1,6,C08,M,00:04:29.73,67149
1,7,C08,M,00:05:14.34,67786
1,8,C08,M,00:05:58.96,67758
1,9,C08,M,00:06:43.57,67172
1,10,C08,M,00:07:28.21,67356
1,1,C09,M,00:00:47.59,71541
1,2,C09,M,00:01:32.20,71386
1,3,C09,M,00:02:16.81,70798
1,4,C09,M,00:03:01.43,71477
1,5,C09,M,00:03:46.04,71065
1,6,C09,M,00:04:30.65,71157
1,7,C09,M,00:05:15.26,70577
1,8,C09,M,00:05:59.88,71321
1,9,C09,M,00:06:44.49,70215
1,10,C09,M,00:07:29.13,70773
1,1,C10,M,00:00:48.51,66766
1,2,C10,M,00:01:33.12,66825
1,3,C10,M,00:02:17.73,66849
1,4,C10,M,00:03:02.35,67198
1,5,C10,M,00:03:46.96,67343
1,6,C10,M,00:04:31.57,67564
1,7,C10,M,00:05:16.18,67046
1,8,C10,M,00:06:00.80,66820
1,9,C10,M,00:06:45.41,66574
1,10,C10,M,00:07:30.05,66914
1,1,C11,M,00:00:49.43,66970
1,2,C11,M,00:01:34.04,67290
1,3,C11,M,00:02:18.65,66925
1,4,C11,M,00:03:03.27,66643
1,5,C11,M,00:03:47.88,66834
1,6,C11,M,00:04:32.49,66736
1,7,C11,M,00:05:17.10,67044
1,8,C11,M,00:06:01.72,66818
1,9,C11,M,00:06:46.33,66739
1,10,C11,M,00:07:30.97,66572
1,1,C12,M,00:00:50.35,66679
1,2,C12,M,00:01:34.96,67112
1,3,C12,M,00:02:19.57,67133
1,4,C12,M,00:03:04.19,67825
1,5,C12,M,00:03:48.80,66990
1,6,C12,M,00:04:33.41,67068
1,7,C12,M,00:05:18.02,67245
1,8,C12,M,00:06:02.64,66505
1,9,C12,M,00:06:47.25,67511
1,10,C12,M,00:07:31.89,66747
