Plate,Repeat,Well,Type,Time,ANTS (RFU)
1,7,E11,M,00:08:42.86,8293905
1,8,E11,M,00:10:01.35,8297214
1,9,E11,M,00:11:19.84,8201006
1,10,E11,M,00:12:38.32,8267041
1,1,E12,M,00:00:52.44,8340083
1,2,E12,M,00:02:10.92,8291600
1,3,E12,M,00:03:29.41,8417643
1,4,E12,M,00:04:47.93,8339200
1,5,E12,M,00:06:06.44,8444319
1,6,E12,M,00:07:24.95,8301871
1,7,E12,M,00:08:43.44,8357198
1,8,E12,M,00:10:01.92,8299812
1,9,E12,M,00:11:20.41,8453605
1,10,E12,M,00:12:38.89,8389746
1,1,F01,M,00:00:55.45,8191827
1,2,F01,M,00:02:13.94,8326286
1,3,F01,M,00:03:32.42,8200468
1,4,F01,M,00:04:50.94,8236074
1,5,F01,M,00:06:09.46,8039605
1,6,F01,M,00:07:27.96,8090096
1,7,F01,M,00:08:46.45,8105274
1,8,F01,M,00:10:04.93,8243738
1,9,F01,M,00:11:23.42,8099511
1,10,F01,M,00:12:41.90,8138239
1,1,F02,M,00:00:56.02,8175268
1,2,F02,M,00:02:14.50,8392156
1,3,F02,M,00:03:32.99,8248072
1,4,F02,M,00:04:51.51,8175618
1,5,F02,M,00:06:10.02,8107235
1,6,F02,M,00:07:28.53,8130178
1,7,F02,M,00:08:47.01,8258577
1,8,F02,M,00:10:05.50,8176720
1,9,F02,M,00:11:23.99,8305402
1,10,F02,M,00:12:42.47,8043223
1,1,F03,M,00:00:56.59,8447049
1,2,F03,M,00:02:15.07,8242091
1,3,F03,M,00:03:33.56,8205628
1,4,F03,M,00:04:52.07,8347928
1,5,F03,M,00:06:10.59,8167970
1,6,F03,M,00:07:29.10,8117780
1,7,F03,M,00:08:47.58,8196261
1,8,F03,M,00:10:06.07,8240736
1,9,F03,M,00:11:24.56,8126685
1,10,F03,M,00:12:43.04,8280122
1,1,F04,M,00:00:57.16,8248006
1,2,F04,M,00:02:15.64,8231440
1,3,F04,M,00:03:34.13,8117369
1,4,F04,M,00:04:52.65,8301708
1,5,F04,M,00:06:11.16,8164383
1,6,F04,M,00:07:29.67,8246056
1,7,F04,M,00:08:48.15,8164592
1,8,F04,M,00:10:06.64,8289862
1,9,F04,M,00:11:25.13,8082970
1,10,F04,M,00:12:43.61,8205395
1,1,F05,M,00:00:57.73,8343434
1,2,F05,M,00:02:16.21,8345950
1,3,F05,M,00:03:34.70,8149822
1,4,F05,M,00:04:53.21,8232162
1,5,F05,M,00:06:11.73,8181379
1,6,F05,M,00:07:30.24,8256055
1,7,F05,M,00:08:48.72,8293369
1,8,F05,M,00:10:07.21,8313484
1,9,F05,M,00:11:25.70,8252150
1,10,F05,M,00:12:44.18,8340646
1,1,F06,M,00:00:58.30,8351418
1,2,F06,M,00:02:16.78,8365971
1,3,F06,M,00:03:35.27,8262333
1,4,F06,M,00:04:53.78,8347462
1,5,F06,M,00:06:12.30,8237455
1,6,F06,M,00:07:30.81,8359136
1,7,F06,M,00:08:49.29,8281935
